costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,atq,ceqq
A,USD,STD,BANK,C,6020,2010-12-31,019713,AUB,3837.2470,392.4900
A,USD,STD,BANK,C,6020,2010-12-31,019817,UVSP,2133.8930,266.2240
A,USD,STD,BANK,C,6020,2010-12-31,019873,WASH,2909.5250,268.8640
I,USD,STD,BANK,C,6020,2010-12-31,019907,GIW.1,869.3860,74.7250
A,USD,STD,BANK,C,6020,2010-12-31,020019,CVBF,6436.6910,643.8550
A,USD,STD,BANK,C,6020,2010-12-31,020109,CCBG,2622.0530,259.0190
I,USD,STD,BANK,C,6020,2010-12-31,020297,LNBB,1152.5370,84.3570
I,USD,STD,BANK,C,6020,2010-12-31,021374,SAVB,1066.9300,85.8030
A,USD,STD,BANK,C,6020,2010-12-31,021382,STD1,466162.1120,18892.1410
A,USD,STD,BANK,C,6020,2010-12-31,021423,UNIB,117.2660,5.9240
A,USD,STD,BANK,C,6020,2010-12-31,021521,CZFS,812.5260,68.6900
A,USD,STD,BANK,C,6020,2010-12-31,021525,CMTV,545.9330,36.6280
A,USD,STD,BANK,C,6020,2010-12-31,021593,CIVB,1100.6220,73.8160
I,USD,STD,BANK,C,6020,2010-12-31,021595,VIST.1,1425.0120,108.9270
A,USD,STD,BANK,C,6020,2010-12-31,022086,IBOC,11943.4690,1251.1490
I,USD,STD,BANK,C,6020,2010-12-31,022216,NBOH,374.0960,38.9810
A,USD,STD,BANK,C,6020,2010-12-31,022717,SYBT,1902.9450,169.8610
I,USD,STD,BANK,C,6020,2010-12-31,023107,FBMI,1458.3430,115.6650
I,USD,STD,BANK,C,6020,2010-12-31,023111,MSFG,2769.3120,246.3870
A,USD,STD,BANK,C,6020,2010-12-31,023357,QNBC,809.2600,61.0900
A,USD,STD,BANK,C,6020,2010-12-31,023450,NRIM,1054.5290,117.0720
A,USD,STD,BANK,C,6020,2010-12-31,023500,CATY,10801.9860,1180.2030
I,USD,STD,BANK,C,6020,2010-12-31,023553,PCBC.3,6085.5480,642.6830
A,USD,STD,BANK,C,6020,2010-12-31,023554,BBBK,466.0110,39.4070
A,USD,STD,BANK,C,6020,2010-12-31,024232,HWC,8138.3270,856.5480
I,USD,STD,BANK,C,6020,2010-12-31,024278,NSFC,531.7280,16.5170
A,USD,STD,BANK,C,6020,2010-12-31,024447,BOKF,23941.6030,2521.7260
I,USD,STD,BANK,C,6020,2010-12-31,024466,IBKC,10026.7660,1303.4570
A,USD,STD,BANK,C,6020,2010-12-31,024578,SWDBY,253907.8900,13399.9800
I,USD,STD,BANK,C,6020,2010-12-31,025140,HFFC,1226.0330,94.4000
A,USD,STD,BANK,C,6020,2010-12-31,025173,RNST,4297.3270,469.5090
A,USD,STD,BANK,C,6020,2010-12-31,025236,PNBC,1096.4710,31.8750
I,USD,STD,BANK,C,6020,2010-12-31,025376,COLB.1,4256.3630,706.8780
A,USD,STD,BANK,C,6020,2010-12-31,025481,NKSH,1022.2380,129.1870
A,USD,STD,BANK,C,6020,2010-12-31,025714,SHG,235301.3870,19673.8700
I,USD,STD,BANK,C,6020,2010-12-31,025719,CASB,1498.3340,20.9640
A,USD,STD,BANK,C,6020,2010-12-31,025751,BLX,5100.0870,697.0500
I,USD,STD,BANK,C,6020,2010-12-31,025860,SBIB,5191.9530,621.9240
A,USD,STD,BANK,C,6020,2010-12-31,026071,FCBC,2244.2380,269.8780
A,USD,STD,BANK,C,6020,2010-12-31,027886,UBCP,423.4350,35.5810
A,USD,STD,BANK,C,6020,2010-12-31,028022,BANF,5060.2490,458.5940
I,USD,STD,BANK,C,6020,2010-12-31,028135,CVBK,409.1420,-0.0880
I,USD,STD,BANK,C,6020,2010-12-31,028152,MSL,1002.3390,117.2450
A,USD,STD,BANK,C,6020,2010-12-31,028155,TCBK,2189.7890,200.3970
I,USD,STD,BANK,C,6020,2010-12-31,028267,AVLY,409.4170,42.2800
A,USD,STD,BANK,C,6020,2010-12-31,028278,GABC,1375.8880,121.5340
I,USD,STD,BANK,C,6020,2010-12-31,028620,PFC,2035.5170,203.8680
I,USD,STD,BANK,C,6020,2010-12-31,028833,CLDB,500.2730,41.8520
A,USD,STD,BANK,C,6020,2010-12-31,028866,CASH,1129.6550,70.7250
A,USD,STD,BANK,C,6020,2010-12-31,028967,QCRH,1836.6350,130.8600
A,USD,STD,BANK,C,6020,2010-12-31,029061,RVSB,838.4170,106.0300
A,USD,STD,BANK,C,6020,2010-12-31,029101,FFIN,3776.3670,441.6880
I,USD,STD,BANK,C,6020,2010-12-31,029211,BPFH,6152.9010,460.7890
A,USD,STD,BANK,C,6020,2010-12-31,029286,BBAR,8203.7060,943.4730
I,USD,STD,BANK,C,6020,2010-12-31,029446,OKSB,2820.5410,310.0880
A,USD,STD,BANK,C,6020,2010-12-31,029466,FBSI,204.4850,20.5440
I,USD,STD,BANK,C,6020,2010-12-31,029613,CACB,1716.4580,10.0560
A,USD,STD,BANK,C,6020,2010-12-31,029855,FMNB,982.7510,88.0480
A,USD,STD,BANK,C,6020,2010-12-31,029944,BMBN,417.9580,37.9910
A,USD,STD,BANK,C,6020,2010-12-31,029946,LARK,561.5060,53.8170
A,USD,STD,BANK,C,6020,2010-12-31,029994,FMBH,1468.2450,87.6300
I,USD,STD,BANK,C,6020,2010-12-31,030082,DNBF,602.3320,33.6670
A,USD,STD,BANK,C,6020,2010-12-31,030218,BSAC,47826.3960,4126.8540
A,USD,STD,BANK,C,6020,2010-12-31,030222,ABCB,2972.1680,223.2860
I,USD,STD,BANK,C,6020,2010-12-31,030328,COB,1902.3690,-85.2610
A,USD,STD,BANK,C,6020,2010-12-31,030452,BBD,383311.1240,
A,USD,STD,BANK,C,6020,2010-12-31,030501,KB,231742.4060,15872.8120
A,USD,STD,BANK,C,6020,2010-12-31,030580,ITUB,454039.0400,36605.4630
A,USD,STD,BANK,C,6020,2010-12-31,030582,NBGGY,160216.0160,13362.7590
I,USD,STD,BANK,C,6020,2010-12-31,030640,METR,2234.4720,204.9510
A,USD,STD,BANK,C,6020,2010-12-31,030647,PNBK,784.3250,67.1720
I,USD,STD,BANK,C,6020,2010-12-31,030717,HBKS,267.0880,27.4090
I,USD,STD,BANK,C,6020,2010-12-31,030888,LION.1,1945.3000,94.9330
A,USD,STD,BANK,C,6020,2010-12-31,031028,DIMC,542.2140,50.6790
A,USD,STD,BANK,C,6020,2010-12-31,031218,STBI,369.9610,23.3150
I,USD,STD,BANK,C,6020,2010-12-31,031242,HEOP,982.6120,97.8600
A,USD,STD,BANK,C,6020,2010-12-31,031358,FMCB,1841.4910,173.2410
A,USD,STD,BANK,C,6020,2010-12-31,031368,HAFC,2907.1480,173.2560
A,USD,STD,BANK,C,6020,2010-12-31,031385,JUVF,435.7530,49.9760
I,USD,STD,BANK,C,6020,2010-12-31,031593,FWVB,277.9590,31.1010
I,USD,STD,BANK,C,6020,2010-12-31,031692,MBFI,10320.3640,1148.1610
I,USD,STD,BANK,C,6020,2010-12-31,031702,YCB,801.4660,44.0420
I,USD,STD,BANK,C,6020,2010-12-31,031703,GFED,682.6680,35.8910
I,USD,STD,BANK,C,6020,2010-12-31,031716,WEFP,238.4070,23.2270
A,USD,STD,BANK,C,6020,2010-12-31,031718,ATLO,962.9750,121.3630
A,USD,STD,BANK,C,6020,2010-12-31,031764,BMRC,1208.1500,121.9200
A,USD,STD,BANK,C,6020,2010-12-31,031895,BHB,1117.9330,103.6080
I,USD,STD,BANK,C,6020,2010-12-31,060803,3UNNF,447.5300,28.5030
I,USD,STD,BANK,C,6020,2010-12-31,060983,AMRB,578.9400,89.5440
I,USD,STD,BANK,C,6020,2010-12-31,060984,HSBI,395.5100,10.4260
A,USD,STD,BANK,C,6020,2010-12-31,060990,BNCC,747.0690,16.8350
A,USD,STD,BANK,C,6020,2010-12-31,061055,AUBN,763.8290,56.3680
A,USD,STD,BANK,C,6020,2010-12-31,061067,CIB,34912.3860,3996.8640
A,USD,STD,BANK,C,6020,2010-12-31,061394,SRNN,97.3980,15.7930
A,USD,STD,BANK,C,6020,2010-12-31,061452,BAP,28413.1800,2873.7490
A,USD,STD,BANK,C,6020,2010-12-31,061487,BANR,4406.0820,392.4720
A,USD,STD,BANK,C,6020,2010-12-31,061585,FFIC,4324.7450,390.0450
I,USD,STD,BANK,C,6020,2010-12-31,061693,HTLF,3999.4550,250.6080
A,USD,STD,BANK,C,6020,2010-12-31,061796,SOMC,493.8800,49.2420
I,USD,STD,BANK,C,6020,2010-12-31,061885,CPBK,655.9340,47.4040
I,USD,STD,BANK,C,6020,2010-12-31,061939,SBFC,1607.1050,99.9580
A,USD,STD,BANK,C,6020,2010-12-31,062123,PBHC,408.5450,24.3670
A,USD,STD,BANK,C,6020,2010-12-31,062139,PLBC,484.4800,26.3060
A,USD,STD,BANK,C,6020,2010-12-31,062243,UNTY,818.4100,51.0660
I,USD,STD,BANK,C,6020,2010-12-31,062245,VYFC,767.5880,38.4340
A,USD,STD,BANK,C,6020,2010-12-31,062365,FNRN,737.2170,62.6520
I,USD,STD,BANK,C,6020,2010-12-31,062472,VCBI,2741.6480,180.1490
A,USD,STD,BANK,C,6020,2010-12-31,062527,AMFC,181.2860,11.3230
A,USD,STD,BANK,C,6020,2010-12-31,062575,FFDF,209.1980,18.5570
I,USD,STD,BANK,C,6020,2010-12-31,062646,CWBC.1,667.6040,46.8350
I,USD,STD,BANK,C,6020,2010-12-31,062654,SASR,3519.3880,407.5690
I,USD,STD,BANK,C,6020,2010-12-31,062766,HVB,2669.0330,289.9170
I,USD,STD,BANK,C,6020,2010-12-31,062895,PFBI,1183.2510,109.5560
I,USD,STD,BANK,C,6020,2010-12-31,062972,BKYF,1664.8840,142.5800
A,USD,STD,BANK,C,6020,2010-12-31,062979,SBSI,2999.6210,214.3230
A,USD,STD,BANK,C,6020,2010-12-31,063058,SBFG,660.2880,46.0240
A,USD,STD,BANK,C,6020,2010-12-31,063135,DCOM,4040.2950,328.7340
I,USD,STD,BANK,C,6020,2010-12-31,063165,KTYB,658.9430,61.0430
I,USD,STD,BANK,C,6020,2010-12-31,063166,CLFC,2270.2790,220.6030
A,USD,STD,BANK,C,6020,2010-12-31,063224,CWBC,777.5940,90.5270
A,USD,STD,BANK,C,6020,2010-12-31,063232,OCFC,2251.3300,201.2510
A,USD,STD,BANK,C,6020,2010-12-31,063272,CPKF,607.7330,41.1120
A,USD,STD,BANK,C,6020,2010-12-31,063402,CHBH,489.7270,56.5130
I,USD,STD,BANK,C,6020,2010-12-31,063479,BARI,1603.7590,128.6780
I,USD,STD,BANK,C,6020,2010-12-31,063511,PCBS,408.7180,1.0190
I,USD,STD,BANK,C,6020,2010-12-31,063538,SNBC,3417.5460,268.2420
I,USD,STD,BANK,C,6020,2010-12-31,063543,SGB,296.4040,26.7750
I,USD,STD,BANK,C,6020,2010-12-31,063551,FMFC.1,1603.9640,90.6750
A,USD,STD,BANK,C,6020,2010-12-31,063590,BKRIY,222219.9240,9720.8690
I,USD,STD,BANK,C,6020,2010-12-31,063687,CFCB,1105.1620,11.6110
I,USD,STD,BANK,C,6020,2010-12-31,063723,NBTF,690.6180,71.0190
A,USD,STD,BANK,C,6020,2010-12-31,063725,WTBA,1305.4630,110.9280
A,USD,STD,BANK,C,6020,2010-12-31,063781,WTFC,13980.1560,1386.9090
I,USD,STD,BANK,C,6020,2010-12-31,063799,BKBK,375.4200,39.9320
I,USD,STD,BANK,C,6020,2010-12-31,063814,NOVB,884.9410,83.9780
I,USD,STD,BANK,C,6020,2010-12-31,063954,CMOH,304.4030,24.3890
I,USD,STD,BANK,C,6020,2010-12-31,064082,PRWT,1411.2200,57.0620
I,USD,STD,BANK,C,6020,2010-12-31,064193,EMCF,481.8850,31.6710
I,USD,STD,BANK,C,6020,2010-12-31,064194,FMARQ,1309.6370,3.7460
I,USD,STD,BANK,C,6020,2010-12-31,064218,WIBC,2970.5250,168.7120
A,USD,STD,BANK,C,6020,2010-12-31,064228,UBFO,678.2100,73.2700
A,USD,STD,BANK,C,6020,2010-12-31,064547,SSB,3594.7910,329.9570
I,USD,STD,BANK,C,6020,2010-12-31,064584,FSBK,797.2460,79.5130
A,USD,STD,BANK,C,6020,2010-12-31,064784,JFBC,430.7870,47.4980
A,USD,STD,BANK,C,6020,2010-12-31,064794,UCB,7276.2590,292.6500
I,USD,STD,BANK,C,6020,2010-12-31,064930,TIBB,1756.8660,176.7500
I,USD,STD,BANK,C,6020,2010-12-31,064979,PPBI,826.8160,78.6020
I,USD,STD,BANK,C,6020,2010-12-31,065005,ACBCQ,147.8100,-2.4990
A,USD,STD,BANK,C,6020,2010-12-31,065050,GLBZ,347.0670,26.3330
A,USD,STD,BANK,C,6020,2010-12-31,065106,OZK,3273.6590,320.3550
I,USD,STD,BANK,C,6020,2010-12-31,065133,CBKN,1585.5470,36.2700
I,USD,STD,BANK,C,6020,2010-12-31,065176,EVBN,671.5230,63.0640
I,USD,STD,BANK,C,6020,2010-12-31,065214,3DCBF,565.1050,37.4140
A,USD,STD,BANK,C,6020,2010-12-31,065228,COLB,11668.7100,1642.5740
A,USD,STD,BANK,C,6020,2010-12-31,065230,TRCY,1141.6870,114.3340
I,USD,STD,BANK,C,6020,2010-12-31,065444,SSFN,688.1180,42.3360
I,USD,STD,BANK,C,6020,2010-12-31,065467,FCCY,644.3950,49.6810
I,USD,STD,BANK,C,6020,2010-12-31,065483,STEL.1,2940.4420,397.6740
I,USD,STD,BANK,C,6020,2010-12-31,065515,ANNB,432.1400,26.7110
I,USD,STD,BANK,C,6020,2010-12-31,065532,PCBK,1210.1760,172.2380
A,USD,STD,BANK,C,6020,2010-12-31,065548,CAC,2306.0070,205.9950
I,USD,STD,BANK,C,6020,2010-12-31,065581,BSAR,8521.7460,982.6200
I,USD,STD,BANK,C,6020,2010-12-31,065610,MBRG,1104.5670,96.9530
A,USD,STD,BANK,C,6020,2010-12-31,065689,MBWM,1632.4210,105.8590
I,USD,STD,BANK,C,6020,2010-12-31,065713,CLBH,676.7010,29.4710
A,USD,STD,BANK,C,6020,2010-12-31,065796,MOFG,1581.2590,142.6990
I,USD,STD,BANK,C,6020,2010-12-31,065884,SBBX,474.0240,36.6660
A,USD,STD,BANK,C,6020,2010-12-31,065924,CSBB,457.0560,47.1540
A,USD,STD,BANK,C,6020,2010-12-31,065958,CFFI,904.1370,92.7570
I,USD,STD,BANK,C,6020,2010-12-31,065971,IBCA.1,2070.8680,162.1080
I,USD,STD,BANK,C,6020,2010-12-31,066098,VSBN,235.2540,26.0450
I,USD,STD,BANK,C,6020,2010-12-31,066148,EVBS,1119.3300,68.3180
A,USD,STD,BANK,C,6020,2010-12-31,066155,NWFL,537.0050,67.6980
A,USD,STD,BANK,C,6020,2010-12-31,066158,OVLY,552.3960,51.6440
I,USD,STD,BANK,C,6020,2010-12-31,066161,OLBK,401.9100,37.0540
A,USD,STD,BANK,C,6020,2010-12-31,066200,KLIB,405.0700,43.6790
A,USD,STD,BANK,C,6020,2010-12-31,066210,LCNB,760.1340,70.7070
A,USD,STD,BANK,C,6020,2010-12-31,066235,HOPE,2963.2960,294.3600
A,USD,STD,BANK,C,6020,2010-12-31,066285,HFWA,1367.6840,202.2790
A,USD,STD,BANK,C,6020,2010-12-31,066288,MPB,637.4570,38.2010
I,USD,STD,BANK,C,6020,2010-12-31,066313,OPOF,886.8420,80.9520
I,USD,STD,BANK,C,6020,2010-12-31,066336,TSBA,192.1000,19.4570
A,USD,STD,BANK,C,6020,2010-12-31,066453,COFS,480.5240,54.3130
I,USD,STD,BANK,C,6020,2010-12-31,066484,ECBE,919.8690,63.6060
A,USD,STD,BANK,C,6020,2010-12-31,066504,CBAN,1275.6580,65.4520
A,USD,STD,BANK,C,6020,2010-12-31,066597,FUSB,621.7390,75.9200
A,USD,STD,BANK,C,6020,2010-12-31,105538,BSRR,1286.5710,159.5970
I,USD,STD,BANK,C,6020,2010-12-31,105670,BRKL,2720.5420,495.4430
A,USD,STD,BANK,C,6020,2010-12-31,106373,FMBM,538.8550,42.0430
I,USD,STD,BANK,C,6020,2010-12-31,106404,FBSS,598.0400,44.1050
I,USD,STD,BANK,C,6020,2010-12-31,106807,3HRTB,233.5110,
I,USD,STD,BANK,C,6020,2010-12-31,107325,MCBC,1578.2610,34.6780
I,USD,STD,BANK,C,6020,2010-12-31,107643,NWYF,831.9730,55.9860
A,USD,STD,BANK,C,6020,2010-12-31,107644,FNWD,631.0530,56.0890
A,USD,STD,BANK,C,6020,2010-12-31,107817,PGC,1505.4250,96.9700
I,USD,STD,BANK,C,6020,2010-12-31,108306,SCMF,1653.3980,50.8880
I,USD,STD,BANK,C,6020,2010-12-31,108449,TAYC,4483.8540,70.9080
A,USD,STD,BANK,C,6020,2010-12-31,108664,UBOH,612.6170,55.0050
I,USD,STD,BANK,C,6020,2010-12-31,109143,6911B,558.5870,50.5160
A,USD,STD,BANK,C,6020,2010-12-31,109183,PFBC,1255.8660,141.3340
I,USD,STD,BANK,C,6020,2010-12-31,109318,DEAR,915.6840,26.9590
A,USD,STD,BANK,C,6020,2010-12-31,109599,HTBK,1246.3690,124.0140
I,USD,STD,BANK,C,6020,2010-12-31,109621,LBAI,2792.6740,223.2350
I,USD,STD,BANK,C,6020,2010-12-31,109659,TCFC,885.9360,54.7880
I,USD,STD,BANK,C,6020,2010-12-31,109683,FNFG,21083.8530,2765.0700
I,USD,STD,BANK,C,6020,2010-12-31,109699,BNCN,2149.9320,105.3060
I,USD,STD,BANK,C,6020,2010-12-31,110164,SOCB,478.3260,45.7780
A,USD,STD,BANK,C,6020,2010-12-31,110243,FGFH,844.9170,71.7810
I,USD,STD,BANK,C,6020,2010-12-31,110250,SMMF,1478.4700,86.3020
A,USD,STD,BANK,C,6020,2010-12-31,110359,FIZN,974.3780,87.2240
I,USD,STD,BANK,C,6020,2010-12-31,110979,CATC,1130.9880,89.2180
A,USD,STD,BANK,C,6020,2010-12-31,111179,HWBK,1200.1720,72.6470
I,USD,STD,BANK,C,6020,2010-12-31,111459,FNHM,305.3410,10.1340
A,USD,STD,BANK,C,6020,2010-12-31,111527,CZBT,330.4550,39.6380
A,USD,STD,BANK,C,6020,2010-12-31,111537,UNB,454.0850,41.7250
A,USD,STD,BANK,C,6020,2010-12-31,111640,CBKM,277.0800,23.7780
A,USD,STD,BANK,C,6020,2010-12-31,111675,TYCB,406.1480,74.1950
A,USD,STD,BANK,C,6020,2010-12-31,111721,EGBN,2089.3700,182.1340
I,USD,STD,BANK,C,6020,2010-12-31,111779,COBZ,2395.0880,201.7370
A,USD,STD,BANK,C,6020,2010-12-31,111819,ORRF,1511.7220,160.4840
A,USD,STD,BANK,C,6020,2010-12-31,111940,FNLC,1393.8020,125.1430
I,USD,STD,BANK,C,6020,2010-12-31,111976,WBCO,1704.4870,156.3120
I,USD,STD,BANK,C,6020,2010-12-31,112007,GRNB.1,2406.0400,75.7760
I,USD,STD,BANK,C,6020,2010-12-31,112101,SOMH,328.8960,39.3910
I,USD,STD,BANK,C,6020,2010-12-31,112112,BOCH,939.1330,84.4170
A,USD,STD,BANK,C,6020,2010-12-31,112254,PFBX,786.5450,101.3570
A,USD,STD,BANK,C,6020,2010-12-31,112295,FCCO,599.0230,30.7620
I,USD,STD,BANK,C,6020,2010-12-31,112362,BCSB,623.6790,50.4870
A,USD,STD,BANK,C,6020,2010-12-31,112542,HBIA,1931.2830,191.2140
A,USD,STD,BANK,C,6020,2010-12-31,112572,FMAO,906.3630,94.4030
I,USD,STD,BANK,C,6020,2010-12-31,112626,CFNL,2072.0180,222.9020
I,USD,STD,BANK,C,6020,2010-12-31,112652,DMKBA,420.3150,53.9260
A,USD,STD,BANK,C,6020,2010-12-31,112721,RBCAA,3622.7030,371.3760
I,USD,STD,BANK,C,6020,2010-12-31,113093,SAL,575.4700,46.2780
I,USD,STD,BANK,C,6020,2010-12-31,113978,FNCB,1167.2980,32.0550
I,USD,STD,BANK,C,6020,2010-12-31,114037,3UBMI,861.7100,72.4460
I,USD,STD,BANK,C,6020,2010-12-31,114880,MFNC,478.6960,43.1760
I,USD,STD,BANK,C,6020,2010-12-31,114956,XBKS,2900.1560,190.3830
I,USD,STD,BANK,C,6020,2010-12-31,115082,GECR,495.3110,44.9760
A,USD,STD,BANK,C,6020,2010-12-31,115876,PB,9476.5720,1452.3390
I,USD,STD,BANK,C,6020,2010-12-31,116791,MCBI.1,1558.5850,113.3400
I,USD,STD,BANK,C,6020,2010-12-31,116894,CSHB,237.9450,0.8460
A,USD,STD,BANK,C,6020,2010-12-31,117018,CFBK,275.2320,8.9200
A,USD,STD,BANK,C,6020,2010-12-31,117034,FCAP,452.3780,47.8930
A,USD,STD,BANK,C,6020,2010-12-31,117141,EFSC,2800.1990,147.2820
I,USD,STD,BANK,C,6020,2010-12-31,117161,STL,2940.5130,419.6420
I,USD,STD,BANK,C,6020,2010-12-31,117868,TOFC,659.9280,52.3720
I,USD,STD,BANK,C,6020,2010-12-31,117901,CZFC,349.7310,22.0640
A,USD,STD,BANK,C,6020,2010-12-31,118042,EWBC,20700.5370,2030.8730
I,USD,STD,BANK,C,6020,2010-12-31,118046,FCVA,536.0250,44.0650
I,USD,STD,BANK,C,6020,2010-12-31,118525,EBTC,1397.3210,116.6730
A,USD,STD,BANK,C,6020,2010-12-31,119014,ALBY,,
A,USD,STD,BANK,C,6020,2010-12-31,119436,FBPI,341.6900,32.1810
A,USD,STD,BANK,C,6020,2010-12-31,120038,CZBS,387.8060,33.9760
I,USD,STD,BANK,C,6020,2010-12-31,120193,BERK,829.8970,71.6320
A,USD,STD,BANK,C,6020,2010-12-31,120318,TOWN,3871.0180,489.0180
I,USD,STD,BANK,C,6020,2010-12-31,120413,WNRP,1961.6240,125.9830
I,USD,STD,BANK,C,6020,2010-12-31,121381,PMBC,1015.8700,50.7610
A,USD,STD,BANK,C,6020,2010-12-31,121713,FISI,2214.3070,158.3590
I,USD,STD,BANK,C,6020,2010-12-31,121816,PVTB,12465.6210,988.9740
I,USD,STD,BANK,C,6020,2010-12-31,121974,BCAR.1,534.9700,29.5160
I,USD,STD,BANK,C,6020,2010-12-31,122515,YDKN,973.0180,55.6350
I,USD,STD,BANK,C,6020,2010-12-31,123720,JAXB,651.8330,51.8590
A,USD,STD,BANK,C,6020,2010-12-31,124597,KTHN,509.7760,41.4680
A,USD,STD,BANK,C,6020,2010-12-31,125234,CIZN,818.2330,76.2950
A,USD,STD,BANK,C,6020,2010-12-31,125580,SFST,736.4900,44.2560
I,USD,STD,BANK,C,6020,2010-12-31,127797,MFSF,1406.9020,131.1400
A,USD,STD,BANK,C,6020,2010-12-31,128039,PSBQ,621.0930,46.6900
I,USD,STD,BANK,C,6020,2010-12-31,128581,PLMT,1355.2470,113.8990
I,USD,STD,BANK,C,6020,2010-12-31,132988,WBNK,548.2220,4.5260
I,USD,STD,BANK,C,6020,2010-12-31,133048,IMCB.,1005.1090,33.5590
A,USD,STD,BANK,C,6020,2010-12-31,133764,EBMT,332.9280,52.7640
I,USD,STD,BANK,C,6020,2010-12-31,135425,TRCB,636.8430,71.5600
A,USD,STD,BANK,C,6020,2010-12-31,136265,BANC,5529.0210,478.7970
A,USD,STD,BANK,C,6020,2010-12-31,136844,BOTJ,418.9280,25.4950
I,USD,STD,BANK,C,6020,2010-12-31,136864,MBCRQ,929.1810,-3.4580
A,CAD,STD,BANK,C,6020,2010-12-31,137135,,71496.0000,3561.0000
I,USD,STD,BANK,C,6020,2010-12-31,137351,BHLB,2880.7160,387.9600
A,USD,STD,BANK,C,6020,2010-12-31,137370,AMBK,485.0450,28.1140
A,USD,STD,BANK,C,6020,2010-12-31,137944,GGAL,8991.2900,621.8200
A,USD,STD,BANK,C,6020,2010-12-31,138541,BKGM,990.6010,84.3520
A,USD,STD,BANK,C,6020,2010-12-31,139025,PNFP,4909.0040,586.6680
A,USD,STD,BANK,C,6020,2010-12-31,139705,MBCN,632.1970,38.0220
I,USD,STD,BANK,C,6020,2010-12-31,140043,CMFB,203.1240,22.3650
I,USD,STD,BANK,C,6020,2010-12-31,140565,SLCT,626.8960,49.6920
I,USD,STD,BANK,C,6020,2010-12-31,140938,VBFC,591.7790,48.7530
I,USD,STD,BANK,C,6020,2010-12-31,141103,SAEB,590.4410,44.6870
A,USD,STD,BANK,C,6020,2010-12-31,141667,PFLC,644.4030,59.7690
I,USD,STD,BANK,C,6020,2010-12-31,142088,CSFL,2063.3190,252.6440
A,USD,STD,BANK,C,6020,2010-12-31,143153,SHBI,1130.3110,122.5130
I,USD,STD,BANK,C,6020,2010-12-31,143910,BBNK,1029.7310,118.4390
A,USD,STD,BANK,C,6020,2010-12-31,144122,MVBF,414.2670,30.7690
A,USD,STD,BANK,C,6020,2010-12-31,144535,HDB,55763.3970,5592.0830
I,USD,STD,BANK,C,6020,2010-12-31,144567,SSE.1,152.4550,14.2810
A,USD,STD,BANK,C,6020,2010-12-31,145191,GABA,352.6870,12.9040
A,USD,STD,BANK,C,6020,2010-12-31,146091,FOTB,285.7950,22.9670
I,USD,STD,BANK,C,6020,2010-12-31,146354,ABVA,538.5110,33.6850
A,USD,STD,BANK,C,6020,2010-12-31,147220,MBVA,196.4920,-4.3640
A,USD,STD,BANK,C,6020,2010-12-31,147312,BCBP,1106.8880,98.9740
I,USD,STD,BANK,C,6020,2010-12-31,147948,CFHZ,1374.0960,135.8480
A,USD,STD,BANK,C,6020,2010-12-31,148669,CNND,1661.5040,123.7940
I,USD,STD,BANK,C,6020,2010-12-31,149618,BANC.3,861.6210,136.0090
A,USD,STD,BANK,C,6020,2010-12-31,150306,TCBI,6446.1690,528.3190
A,USD,STD,BANK,C,6020,2010-12-31,151544,PKBK,756.8530,55.0170
I,USD,STD,BANK,C,6020,2010-12-31,151606,OLCB,170.6170,16.4710
I,USD,STD,BANK,C,6020,2010-12-31,152049,FBMS,503.0450,40.1590
A,USD,STD,BANK,C,6020,2010-12-31,153616,EFSI,558.8400,53.8290
A,USD,STD,BANK,C,6020,2010-12-31,153895,OPHC,190.3050,2.8350
I,USD,STD,BANK,C,6020,2010-12-31,154595,MNRK,825.5820,67.5680
I,USD,STD,BANK,C,6020,2010-12-31,155584,LBBB.1,173.6410,13.1000
A,USD,STD,BANK,C,6020,2010-12-31,156653,0450B,7378.1280,-104.7500
I,USD,STD,BANK,C,6020,2010-12-31,156998,CTBC,274.2310,19.7930
A,USD,STD,BANK,C,6020,2010-12-31,157307,ISBA,1225.8100,145.1610
A,USD,STD,BANK,C,6020,2010-12-31,158313,BKOR,349.0080,21.0650
A,USD,STD,BANK,C,6020,2010-12-31,158587,TBBK,2395.7230,198.9060
I,USD,STD,BANK,C,6020,2010-12-31,160546,WFBI,434.5260,32.5190
A,USD,STD,BANK,C,6020,2010-12-31,160548,CNBW,911.2710,86.3330
I,USD,STD,BANK,C,6020,2010-12-31,160776,SBNY,11673.0890,944.5470
I,USD,STD,BANK,C,6020,2010-12-31,160891,ANCX,831.8240,72.1930
A,USD,STD,BANK,C,6020,2010-12-31,161940,PVBK,172.3160,18.1590
A,USD,STD,BANK,C,6020,2010-12-31,161942,BFIN,1530.6550,253.2850
I,USD,STD,BANK,C,6020,2010-12-31,162222,BVA,209.1900,16.9800
A,USD,STD,BANK,C,6020,2010-12-31,162293,INBK,503.9150,48.8970
I,USD,STD,BANK,C,6020,2010-12-31,162349,TDBK,571.2900,9.9060
I,USD,STD,BANK,C,6020,2010-12-31,162489,GBNK,1870.0520,95.4650
I,USD,STD,BANK,C,6020,2010-12-31,162555,CART.2,267.8850,19.2000
I,USD,STD,BANK,C,6020,2010-12-31,162867,3FBOD,219.1530,44.4180
I,USD,STD,BANK,C,6020,2010-12-31,163117,FPBI,232.4450,1.2490
