costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,atq,ceqq
I,USD,STD,BANK,C,6020,2000-01-31,016926,MFLR,155.0380,10.3460
I,USD,STD,BANK,C,6020,2000-03-31,001619,ASO.1,43680.4650,3009.1440
I,USD,STD,BANK,C,6020,2000-03-31,001998,ONE.1,273008.0000,20081.0000
A,USD,STD,BANK,C,6020,2000-03-31,002002,BPOP,25302.0250,1582.2930
A,USD,STD,BANK,C,6020,2000-03-31,002005,BOH,14250.3860,1225.9070
I,USD,STD,BANK,C,6020,2000-03-31,002007,FBA,1062.2880,75.1550
A,USD,STD,BANK,C,6020,2000-03-31,002019,BK,76041.0000,5223.0000
A,USD,STD,BANK,C,6020,2000-03-31,002620,0176A,33616.3630,3045.4740
I,USD,STD,BANK,C,6020,2000-03-31,002731,PVN,17308.9890,1509.7490
I,USD,STD,BANK,C,6020,2000-03-31,002849,BBVA1,18466.7780,1251.0980
A,USD,STD,BANK,C,6020,2000-03-31,002968,JPM,391484.0000,23045.0000
I,USD,STD,BANK,C,6020,2000-03-31,003066,3614B,400058.0000,27730.0000
I,USD,STD,BANK,C,6020,2000-03-31,003071,CRBC,7936.3050,643.7420
I,USD,STD,BANK,C,6020,2000-03-31,003082,CYN.1,8423.5050,647.4520
A,USD,STD,BANK,C,6020,2000-03-31,003231,CMA,39660.3140,3315.3380
A,USD,STD,BANK,C,6020,2000-03-31,003238,CBSH,11206.7200,1088.6780
A,USD,STD,BANK,C,6020,2000-03-31,003643,CFR,7019.3640,511.1130
A,USD,STD,BANK,C,6020,2000-03-31,004640,FITB,44388.7650,4152.0510
A,USD,STD,BANK,C,6020,2000-03-31,004674,RF,41418.4030,3140.7340
I,USD,STD,BANK,C,6020,2000-03-31,004678,FMER,10375.0880,840.6030
I,USD,STD,BANK,C,6020,2000-03-31,004682,USB.1,83072.0000,7745.0000
A,USD,STD,BANK,C,6020,2000-03-31,004685,TRMK,6741.2210,643.8810
A,USD,STD,BANK,C,6020,2000-03-31,004690,FCNCA,9880.7320,741.1360
A,USD,STD,BANK,C,6020,2000-03-31,004699,MTB,22761.5540,1832.2560
I,USD,STD,BANK,C,6020,2000-03-31,004708,BWE,17528.2870,1870.1190
I,USD,STD,BANK,C,6020,2000-03-31,004715,AIB1,17672.8060,1765.2080
A,USD,STD,BANK,C,6020,2000-03-31,004723,USB,73059.9230,6268.7050
I,USD,STD,BANK,C,6020,2000-03-31,004736,FSCO.1,23336.5820,1757.6970
A,USD,STD,BANK,C,6020,2000-03-31,004737,FHN,20071.5750,1261.3290
I,USD,STD,BANK,C,6020,2000-03-31,004739,WB.3,253648.0000,16884.0000
I,USD,STD,BANK,C,6020,2000-03-31,004742,FVB,9516.7100,1005.6060
I,USD,STD,BANK,C,6020,2000-03-31,004764,FBF,187814.0000,14387.0000
I,USD,STD,BANK,C,6020,2000-03-31,005417,HU,9318.4200,519.7110
I,USD,STD,BANK,C,6020,2000-03-31,005619,HIB,15741.7600,1300.6390
A,USD,STD,BANK,C,6020,2000-03-31,005786,HBAN,28407.9790,2098.8230
I,USD,STD,BANK,C,6020,2000-03-31,007067,MI.1,24921.3880,2076.5250
I,USD,STD,BANK,C,6020,2000-03-31,007238,MEL.3,47381.0000,3851.0000
I,USD,STD,BANK,C,6020,2000-03-31,007253,MRBK.1,8071.0320,985.4090
I,USD,STD,BANK,C,6020,2000-03-31,007562,JPM.Z,284562.0000,10929.0000
A,USD,STD,BANK,C,6020,2000-03-31,007647,BAC,656113.0000,45222.0000
I,USD,STD,BANK,C,6020,2000-03-31,007700,NBT,567.9750,51.0560
I,USD,STD,BANK,C,6020,2000-03-31,007711,NCC,86895.3930,5887.6260
A,USD,STD,BANK,C,6020,2000-03-31,007982,NTRS,33219.4000,2131.6000
A,USD,STD,BANK,C,6020,2000-03-31,008007,WFC,222276.0000,23366.0000
I,USD,STD,BANK,C,6020,2000-03-31,008118,OK.2,19664.8740,1314.1250
A,USD,STD,BANK,C,6020,2000-03-31,008245,PNC,74307.0000,6032.0000
A,USD,STD,BANK,C,6020,2000-03-31,009061,HBC2,86440.0710,9507.3530
I,USD,STD,BANK,C,6020,2000-03-31,009142,RIGS.1,5630.6690,353.0950
A,USD,STD,BANK,C,6020,2000-03-31,009783,KEY,83504.0000,6493.0000
I,USD,STD,BANK,C,6020,2000-03-31,009880,SOTR,43866.3390,2974.2600
I,USD,STD,BANK,C,6020,2000-03-31,010063,STL.2,1195.9530,103.1980
I,USD,STD,BANK,C,6020,2000-03-31,010187,STI.1,96040.9100,7108.7120
I,USD,STD,BANK,C,6020,2000-03-31,010868,UPC.,33350.5100,2678.0380
I,USD,STD,BANK,C,6020,2000-03-31,010909,SUB.2,38064.4910,2952.3750
A,USD,STD,BANK,C,6020,2000-03-31,010916,UMBF,7303.7600,658.2580
I,USD,STD,BANK,C,6020,2000-03-31,011247,WB.1,68817.4880,5846.4300
I,USD,STD,BANK,C,6020,2000-03-31,011482,WTNY,5688.1790,564.3130
I,USD,STD,BANK,C,6020,2000-03-31,011513,WL,7217.9480,506.2530
A,USD,STD,BANK,C,6020,2000-03-31,011687,ZION,20996.5570,1585.6670
A,USD,STD,BANK,C,6020,2000-03-31,011842,ASB,12734.6200,920.7880
I,USD,STD,BANK,C,6020,2000-03-31,011852,KSTN,7012.3460,556.3510
I,USD,STD,BANK,C,6020,2000-03-31,011853,NBAK,2974.3310,460.6980
A,USD,STD,BANK,C,6020,2000-03-31,011856,TFC,46629.1710,3481.6020
A,USD,STD,BANK,C,6020,2000-03-31,011861,VLY,6292.7440,528.1340
I,USD,STD,BANK,C,6020,2000-03-31,011896,FMBI,5768.7240,383.9800
A,USD,STD,BANK,C,6020,2000-03-31,012673,BCS,,
A,USD,STD,BANK,C,6020,2000-03-31,013041,SNV,13048.2400,1256.6290
I,USD,STD,BANK,C,6020,2000-03-31,013042,CCB.1,8549.6870,721.5420
I,USD,STD,BANK,C,6020,2000-03-31,013054,NCF,7180.0200,563.4210
I,USD,STD,BANK,C,6020,2000-03-31,013055,OV,6473.4520,574.1950
I,USD,STD,BANK,C,6020,2000-03-31,013075,PFGI.,11746.0440,920.6640
I,USD,STD,BANK,C,6020,2000-03-31,014115,FINN,8402.0400,666.4980
A,USD,STD,BANK,C,6020,2000-03-31,014140,SAN,258110.9230,10147.1950
I,USD,STD,BANK,C,6020,2000-03-31,014159,TCNJ,3573.9280,163.9890
A,USD,STD,BANK,C,6020,2000-03-31,014172,FULT,6129.9140,609.7380
I,USD,STD,BANK,C,6020,2000-03-31,014201,CBCGQ,11222.9510,694.9650
A,USD,STD,BANK,C,6020,2000-03-31,014219,CADE,5844.6960,494.1120
A,USD,STD,BANK,C,6020,2000-03-31,014253,WABC,3829.1550,292.9580
I,USD,STD,BANK,C,6020,2000-03-31,014275,FRCB,3767.9580,192.0200
I,USD,STD,BANK,C,6020,2000-03-31,014798,9363B,216.2820,25.1330
A,USD,STD,BANK,C,6020,2000-03-31,014802,NABZY,,
A,USD,STD,BANK,C,6020,2000-03-31,015181,BBVA,,
I,USD,STD,BANK,C,6020,2000-03-31,015197,CHFC,1952.5640,251.6650
A,USD,STD,BANK,C,6020,2000-03-31,015199,SRCE,2940.2320,245.9500
I,USD,STD,BANK,C,6020,2000-03-31,015202,NFB,15024.8820,1293.0290
A,USD,STD,BANK,C,6020,2000-03-31,015362,WEBNF,95416.4860,5554.6110
I,USD,STD,BANK,C,6020,2000-03-31,015363,TCF,10761.8210,780.3110
I,USD,STD,BANK,C,6020,2000-03-31,015504,ABNYY,,
A,USD,STD,BANK,C,6020,2000-03-31,015505,AIBGY,,
A,USD,STD,BANK,C,6020,2000-03-31,015509,HSBC,,
A,USD,STD,BANK,C,6020,2000-03-31,015576,DB,912462.0000,23005.0000
I,USD,STD,BANK,C,6020,2000-03-31,015577,DRSDY,433515.5070,11307.8520
I,USD,STD,BANK,C,6020,2000-03-31,015627,MBK.1,696480.7480,29798.9820
A,USD,STD,BANK,C,6020,2000-03-31,015634,NWG,,
A,USD,STD,BANK,C,6020,2000-03-31,015784,SCGLY,,
A,USD,STD,BANK,C,6020,2000-03-31,015889,ANZGY,101209.9400,5102.3860
A,USD,STD,BANK,C,6020,2000-03-31,015929,LYG,,
I,USD,STD,BANK,C,6020,2000-03-31,016245,PBCT,10648.5000,798.0000
I,USD,STD,BANK,C,6020,2000-03-31,016550,FBCG.1,421.5170,56.3300
I,USD,STD,BANK,C,6020,2000-03-31,016573,CBC.2,11206.6130,861.3810
I,USD,STD,BANK,C,6020,2000-03-31,016643,AMFIQ,4369.6390,282.9480
A,USD,STD,BANK,C,6020,2000-03-31,016668,AROW,1028.8500,70.6580
I,USD,STD,BANK,C,6020,2000-03-31,016674,BSBN,2230.8640,157.0160
I,USD,STD,BANK,C,6020,2000-03-31,016675,PRFC.,1998.9640,187.6760
I,USD,STD,BANK,C,6020,2000-03-31,016679,GRAN.1,642.5900,114.6110
I,USD,STD,BANK,C,6020,2000-03-31,016683,BKNG.1,4619.3120,345.8220
I,USD,STD,BANK,C,6020,2000-03-31,016686,BVC.1,6443.6090,629.1810
A,USD,STD,BANK,C,6020,2000-03-31,016689,NBN,419.1390,27.5950
I,USD,STD,BANK,C,6020,2000-03-31,016698,BMTC,409.4480,47.4680
A,USD,STD,BANK,C,6020,2000-03-31,016705,CPF,1625.8570,145.4540
I,USD,STD,BANK,C,6020,2000-03-31,016733,FMN.1,3192.0170,314.0180
I,USD,STD,BANK,C,6020,2000-03-31,016748,CNBKA,902.3190,60.9250
I,USD,STD,BANK,C,6020,2000-03-31,016751,CF.6,30619.6910,2458.0460
I,USD,STD,BANK,C,6020,2000-03-31,016769,CHZ,3839.0340,351.5890
A,USD,STD,BANK,C,6020,2000-03-31,016777,FBNC,591.1550,44.5470
I,USD,STD,BANK,C,6020,2000-03-31,016778,FCTR.1,1962.9980,233.3380
A,USD,STD,BANK,C,6020,2000-03-31,016781,CHCO,2792.3710,198.5340
I,USD,STD,BANK,C,6020,2000-03-31,016784,CBH.1,6926.8210,365.8930
I,USD,STD,BANK,C,6020,2000-03-31,016785,CEBK,409.5570,37.3970
A,USD,STD,BANK,C,6020,2000-03-31,016790,CBU,1883.6030,112.4190
I,USD,STD,BANK,C,6020,2000-03-31,016791,CMTY,1015.0720,72.9010
A,USD,STD,BANK,C,6020,2000-03-31,016821,FBP,5069.6420,207.4710
A,USD,STD,BANK,C,6020,2000-03-31,016829,PCLB,229.0630,17.8800
A,USD,STD,BANK,C,6020,2000-03-31,016832,GBCI,992.8950,87.4950
I,USD,STD,BANK,C,6020,2000-03-31,016836,FFCH,2190.1360,130.1940
I,USD,STD,BANK,C,6020,2000-03-31,016837,CVAL,487.9270,34.5730
I,USD,STD,BANK,C,6020,2000-03-31,016839,FGHC,238.0210,18.2550
I,USD,STD,BANK,C,6020,2000-03-31,016843,FINB,2065.2470,180.7700
A,USD,STD,BANK,C,6020,2000-03-31,016845,FRME,1446.1780,124.7880
I,USD,STD,BANK,C,6020,2000-03-31,016853,FOBB,1205.1930,79.3130
I,USD,STD,BANK,C,6020,2000-03-31,016860,UNTD.,2715.9070,264.0700
I,USD,STD,BANK,C,6020,2000-03-31,016872,FOOT,483.7240,44.8260
I,USD,STD,BANK,C,6020,2000-03-31,016877,FBCP.,544.6430,33.4230
I,USD,STD,BANK,C,6020,2000-03-31,016885,HRZB,713.9140,95.9350
I,USD,STD,BANK,C,6020,2000-03-31,016887,IMP.1,7001.5050,492.0680
A,USD,STD,BANK,C,6020,2000-03-31,016889,INDB,1619.4750,101.2370
A,USD,STD,BANK,C,6020,2000-03-31,016890,IBCP,1739.0120,116.5080
I,USD,STD,BANK,C,6020,2000-03-31,016896,IFCJ,722.0960,55.4560
I,USD,STD,BANK,C,6020,2000-03-31,016910,NBBC,777.8310,71.0150
I,USD,STD,BANK,C,6020,2000-03-31,016929,MBVT,722.4070,64.8260
I,USD,STD,BANK,C,6020,2000-03-31,016930,MBNY,1364.7220,96.9530
I,USD,STD,BANK,C,6020,2000-03-31,016938,GBCB,1896.8550,138.0840
I,USD,STD,BANK,C,6020,2000-03-31,016948,GSBI,858.6560,70.6850
I,USD,STD,BANK,C,6020,2000-03-31,016956,HNBC,1683.3110,131.1770
A,USD,STD,BANK,C,6020,2000-03-31,016981,OFG,1751.8280,96.7410
A,USD,STD,BANK,C,6020,2000-03-31,016989,PEBK,450.8850,38.7680
I,USD,STD,BANK,C,6020,2000-03-31,016991,BNK.3,13803.5800,853.2960
I,USD,STD,BANK,C,6020,2000-03-31,017016,FLAG.1,576.3730,52.5020
I,USD,STD,BANK,C,6020,2000-03-31,017030,PBKS,5247.5070,274.4050
I,USD,STD,BANK,C,6020,2000-03-31,017047,MAB.1,1637.4340,182.8800
I,USD,STD,BANK,C,6020,2000-03-31,017049,MBNK,1575.7240,82.6040
I,USD,STD,BANK,C,6020,2000-03-31,017065,NCBM,1124.0740,151.7700
I,USD,STD,BANK,C,6020,2000-03-31,017069,FCAL.1,169.4320,5.1810
I,USD,STD,BANK,C,6020,2000-03-31,017070,NPBC,2275.9830,147.6390
A,USD,STD,BANK,C,6020,2000-03-31,017095,ONB,8180.5590,563.4730
A,USD,STD,BANK,C,6020,2000-03-31,017106,PEBO,1074.2870,72.3580
I,USD,STD,BANK,C,6020,2000-03-31,017120,MNSH,5064.5250,400.6840
A,USD,STD,BANK,C,6020,2000-03-31,017130,STD2,30878.0290,1899.5910
I,USD,STD,BANK,C,6020,2000-03-31,017136,SCNB,1013.7620,78.8060
I,USD,STD,BANK,C,6020,2000-03-31,017142,RBNC.1,4407.9110,272.1500
A,USD,STD,BANK,C,6020,2000-03-31,017145,WAFD,6346.8800,724.3220
A,USD,STD,BANK,C,6020,2000-03-31,017150,WBS,10060.9740,600.4810
A,USD,STD,BANK,C,6020,2000-03-31,017151,WSBC,2264.7750,261.2280
I,USD,STD,BANK,C,6020,2000-03-31,017152,3SWST,193.5260,10.2210
I,USD,STD,BANK,C,6020,2000-03-31,017157,WHCI,3431.6670,223.4760
I,USD,STD,BANK,C,6020,2000-03-31,017160,CORSQ,2571.1580,337.9950
I,USD,STD,BANK,C,6020,2000-03-31,017168,RBPAA,558.1720,98.0960
I,USD,STD,BANK,C,6020,2000-03-31,017179,SJNB,616.3340,52.9790
A,USD,STD,BANK,C,6020,2000-03-31,017184,SBCF,1109.9980,78.4220
A,USD,STD,BANK,C,6020,2000-03-31,017195,FFBC,3972.2720,373.1860
I,USD,STD,BANK,C,6020,2000-03-31,017208,AANB,142.3960,14.7530
I,USD,STD,BANK,C,6020,2000-03-31,017233,SUSQ,4833.9980,419.1060
A,USD,STD,BANK,C,6020,2000-03-31,017240,TMP,1214.6490,97.5330
A,USD,STD,BANK,C,6020,2000-03-31,017248,UBSI,4980.7450,393.8220
I,USD,STD,BANK,C,6020,2000-03-31,017255,UBMT,330.4700,29.3380
I,USD,STD,BANK,C,6020,2000-03-31,017256,UNBJ,2112.1790,116.2790
A,USD,STD,BANK,C,6020,2000-03-31,017269,ASRV,2337.4620,113.1660
I,USD,STD,BANK,C,6020,2000-03-31,017272,CEBC,768.8710,77.8900
I,USD,STD,BANK,C,6020,2000-03-31,017318,WAIN,390.6080,30.7740
I,USD,STD,BANK,C,6020,2000-03-31,017348,AMBC.,724.6600,30.4210
I,USD,STD,BANK,C,6020,2000-03-31,017367,AMNB,504.2290,57.6150
I,USD,STD,BANK,C,6020,2000-03-31,017433,BRBK,1938.4810,133.2610
I,USD,STD,BANK,C,6020,2000-03-31,017438,BDGE,312.2610,23.9320
I,USD,STD,BANK,C,6020,2000-03-31,017461,BRBW,106.9690,22.9620
A,USD,STD,BANK,C,6020,2000-03-31,017534,CCNE,563.6120,47.5430
I,USD,STD,BANK,C,6020,2000-03-31,017635,BZBC,243.8630,19.2560
I,USD,STD,BANK,C,6020,2000-03-31,017640,TSFG,3628.3100,395.3020
A,USD,STD,BANK,C,6020,2000-03-31,017641,BKSC,153.3200,17.0540
I,USD,STD,BANK,C,6020,2000-03-31,017654,CBBI.1,1648.1670,116.7520
I,USD,STD,BANK,C,6020,2000-03-31,017678,3CNBI.,338.3540,31.8230
I,USD,STD,BANK,C,6020,2000-03-31,017680,CSBK.1,205.7790,22.8840
I,USD,STD,BANK,C,6020,2000-03-31,017694,CRRB.1,378.8760,29.4200
I,USD,STD,BANK,C,6020,2000-03-31,017715,CVLY,288.6450,25.7440
A,USD,STD,BANK,C,6020,2000-03-31,017724,CNOB,518.9580,37.2400
I,USD,STD,BANK,C,6020,2000-03-31,017753,CTRY,221.6380,16.0150
I,USD,STD,BANK,C,6020,2000-03-31,017762,CBCRQ,1379.7320,57.0060
I,USD,STD,BANK,C,6020,2000-03-31,017780,WCBO,1365.8300,115.3010
I,USD,STD,BANK,C,6020,2000-03-31,017789,3COBI.,219.7260,22.6430
A,USD,STD,BANK,C,6020,2000-03-31,017795,CNAF,337.1950,39.9850
I,USD,STD,BANK,C,6020,2000-03-31,017863,INB.2,108.5290,7.2990
I,USD,STD,BANK,C,6020,2000-03-31,017908,ALNC,545.1440,49.0220
I,USD,STD,BANK,C,6020,2000-03-31,017919,CWBS,172.2070,12.5970
A,USD,STD,BANK,C,6020,2000-03-31,018008,ENBP,,
A,USD,STD,BANK,C,6020,2000-03-31,018037,CZNC,704.1510,77.2400
A,USD,STD,BANK,C,6020,2000-03-31,018040,FRBKQ,586.0630,35.6720
I,USD,STD,BANK,C,6020,2000-03-31,018044,FMBN.,1736.0640,145.0220
A,USD,STD,BANK,C,6020,2000-03-31,018049,FNB,3762.3250,290.8480
I,USD,STD,BANK,C,6020,2000-03-31,018051,FNBF,617.0570,51.3090
I,USD,STD,BANK,C,6020,2000-03-31,018058,FCNB,1546.5500,88.3970
I,USD,STD,BANK,C,6020,2000-03-31,018110,FFKT,1017.2790,125.7700
I,USD,STD,BANK,C,6020,2000-03-31,018234,FTCG.,400.6770,28.7260
I,USD,STD,BANK,C,6020,2000-03-31,018238,FCBIA,2620.3430,265.5310
A,USD,STD,BANK,C,6020,2000-03-31,018241,FCF,4321.1650,284.3300
A,USD,STD,BANK,C,6020,2000-03-31,018276,THFF,1953.7050,170.3490
I,USD,STD,BANK,C,6020,2000-03-31,018307,FLIC,581.3280,65.6800
A,USD,STD,BANK,C,6020,2000-03-31,018329,BUSE,1227.4870,81.9270
I,USD,STD,BANK,C,6020,2000-03-31,018331,FCBH10,126.2330,4.0940
A,USD,STD,BANK,C,6020,2000-03-31,018358,FUNC,786.6960,58.8000
I,USD,STD,BANK,C,6020,2000-03-31,018361,FCEC,520.0110,38.7130
A,USD,STD,BANK,C,6020,2000-03-31,018385,FRAF,449.6120,39.6770
I,USD,STD,BANK,C,6020,2000-03-31,018439,FRGBQ,234.6870,21.2050
A,USD,STD,BANK,C,6020,2000-03-31,018533,HBNC,507.4050,29.4060
I,USD,STD,BANK,C,6020,2000-03-31,018651,3HOVB,515.0320,32.3950
A,USD,STD,BANK,C,6020,2000-03-31,018732,LKFN,1052.2410,55.2710
I,USD,STD,BANK,C,6020,2000-03-31,018835,MADB,163.9080,10.3230
I,USD,STD,BANK,C,6020,2000-03-31,018928,IRWNQ,1840.2070,163.8690
I,USD,STD,BANK,C,6020,2000-03-31,019024,IBNKQ,2290.0290,228.3520
I,USD,STD,BANK,C,6020,2000-03-31,019049,BTFG,557.4310,65.0890
A,USD,STD,BANK,C,6020,2000-03-31,019094,NBTB,2029.1060,162.5320
A,USD,STD,BANK,C,6020,2000-03-31,019137,OVBC,540.9360,42.8500
A,USD,STD,BANK,C,6020,2000-03-31,019150,OSBC,1020.5580,103.3870
I,USD,STD,BANK,C,6020,2000-03-31,019156,OMEF,1081.0080,147.1070
I,USD,STD,BANK,C,6020,2000-03-31,019158,PRFS.1,872.7010,62.4070
I,USD,STD,BANK,C,6020,2000-03-31,019159,PWOD,372.3930,45.9140
I,USD,STD,BANK,C,6020,2000-03-31,019207,NREB,438.2570,30.7760
A,USD,STD,BANK,C,6020,2000-03-31,019262,CTBI,2174.3340,174.8040
A,USD,STD,BANK,C,6020,2000-03-31,019318,PRK,2650.1090,238.5230
I,USD,STD,BANK,C,6020,2000-03-31,019346,SLFC,1018.2710,80.0380
A,USD,STD,BANK,C,6020,2000-03-31,019355,SFNC,1758.0350,162.7930
I,USD,STD,BANK,C,6020,2000-03-31,019361,SMTB,289.6940,19.5210
I,USD,STD,BANK,C,6020,2000-03-31,019399,CFGI.,318.5350,45.7610
I,USD,STD,BANK,C,6020,2000-03-31,019415,SBIT.1,582.5460,49.5830
I,USD,STD,BANK,C,6020,2000-03-31,019420,SUBI,715.7460,57.7630
A,USD,STD,BANK,C,6020,2000-03-31,019428,GSBC,970.2340,66.9480
I,USD,STD,BANK,C,6020,2000-03-31,019486,SBCO.1,690.0270,65.1620
I,USD,STD,BANK,C,6020,2000-03-31,019508,STBC,927.6540,57.4490
I,USD,STD,BANK,C,6020,2000-03-31,019537,SLFI,1079.9710,91.2710
I,USD,STD,BANK,C,6020,2000-03-31,019552,MDB.1,287.7710,14.6840
A,USD,STD,BANK,C,6020,2000-03-31,019570,STBA,2233.1080,241.9290
I,USD,STD,BANK,C,6020,2000-03-31,019694,UNBO,990.6870,69.1080
A,USD,STD,BANK,C,6020,2000-03-31,019713,AUB,860.1800,70.4550
I,USD,STD,BANK,C,6020,2000-03-31,019742,SECD.1,1592.9930,116.0390
A,USD,STD,BANK,C,6020,2000-03-31,019817,UVSP,1138.7300,104.4090
A,USD,STD,BANK,C,6020,2000-03-31,019873,WASH,1142.6550,78.4270
I,USD,STD,BANK,C,6020,2000-03-31,019878,WNNB,547.9960,53.9590
I,USD,STD,BANK,C,6020,2000-03-31,019891,WBKC.1,570.3470,31.4360
A,USD,STD,BANK,C,6020,2000-03-31,020019,CVBF,2016.1600,145.1740
I,USD,STD,BANK,C,6020,2000-03-31,020028,CCBT,1261.3850,88.8850
I,USD,STD,BANK,C,6020,2000-03-31,020097,CSBI.1,1564.3320,149.0320
A,USD,STD,BANK,C,6020,2000-03-31,020109,CCBG,1495.4370,134.8210
I,USD,STD,BANK,C,6020,2000-03-31,020191,CIVC,484.4040,47.9780
I,USD,STD,BANK,C,6020,2000-03-31,020297,LNBB,600.2650,51.9060
I,USD,STD,BANK,C,6020,2000-03-31,021159,SUMM.,198.6950,18.5640
I,USD,STD,BANK,C,6020,2000-03-31,021166,AMPB,58.6370,5.5060
I,USD,STD,BANK,C,6020,2000-03-31,021272,BOYL,355.6350,28.9400
I,USD,STD,BANK,C,6020,2000-03-31,021374,SAVB,298.1520,25.6840
A,USD,STD,BANK,C,6020,2000-03-31,021382,STD1,,
A,USD,STD,BANK,C,6020,2000-03-31,021423,UNIB,41.3160,1.8540
A,USD,STD,BANK,C,6020,2000-03-31,021593,CIVB,487.4750,47.0580
I,USD,STD,BANK,C,6020,2000-03-31,021595,VIST.1,372.8990,25.9660
A,USD,STD,BANK,C,6020,2000-03-31,022086,IBOC,5465.2430,348.8240
I,USD,STD,BANK,C,6020,2000-03-31,022122,UBH,1700.0050,97.7990
I,USD,STD,BANK,C,6020,2000-03-31,022216,NBOH,193.2530,26.9970
A,USD,STD,BANK,C,6020,2000-03-31,022717,SYBT,719.4450,51.7760
I,USD,STD,BANK,C,6020,2000-03-31,022751,SFSW,1107.4780,109.9440
I,USD,STD,BANK,C,6020,2000-03-31,023025,ESFYY,,
I,USD,STD,BANK,C,6020,2000-03-31,023107,FBMI,662.3390,61.7660
I,USD,STD,BANK,C,6020,2000-03-31,023111,MSFG,989.6080,59.9710
A,USD,STD,BANK,C,6020,2000-03-31,023450,NRIM,513.1620,49.2960
A,USD,STD,BANK,C,6020,2000-03-31,023500,CATY,2063.5740,185.8350
I,USD,STD,BANK,C,6020,2000-03-31,023544,BLMT.,287.3850,10.0830
I,USD,STD,BANK,C,6020,2000-03-31,023553,PCBC.3,3544.6100,250.1130
I,USD,STD,BANK,C,6020,2000-03-31,023592,KRB,31419.4640,4291.0800
A,USD,STD,BANK,C,6020,2000-03-31,023848,BPCGY,43267.6020,1078.3270
I,USD,STD,BANK,C,6020,2000-03-31,023871,IBK,355.8660,25.9350
I,USD,STD,BANK,C,6020,2000-03-31,024148,VNBCQ,117.8070,8.7800
A,USD,STD,BANK,C,6020,2000-03-31,024232,HWC,3016.4860,317.3570
I,USD,STD,BANK,C,6020,2000-03-31,024278,NSFC,486.4520,66.3490
I,USD,STD,BANK,C,6020,2000-03-31,024279,AFSC.1,1240.6900,90.9070
I,USD,STD,BANK,C,6020,2000-03-31,024292,PNWB,2829.4950,163.8990
I,USD,STD,BANK,C,6020,2000-03-31,024397,CFBX,6248.1530,413.1750
I,USD,STD,BANK,C,6020,2000-03-31,024414,COOPQ,410.4650,29.4180
A,USD,STD,BANK,C,6020,2000-03-31,024447,BOKF,8549.6450,576.9230
I,USD,STD,BANK,C,6020,2000-03-31,024466,IBKC,1373.4150,117.2580
I,USD,STD,BANK,C,6020,2000-03-31,024500,REBC,435.1300,39.1250
I,USD,STD,BANK,C,6020,2000-03-31,024589,IMI.2,131470.0000,8099.0000
I,USD,STD,BANK,C,6020,2000-03-31,025140,HFFC,703.8800,45.5110
A,USD,STD,BANK,C,6020,2000-03-31,025173,RNST,1202.6570,117.1530
A,USD,STD,BANK,C,6020,2000-03-31,025236,PNBC,475.2290,43.4110
I,USD,STD,BANK,C,6020,2000-03-31,025281,PNB.,1570.1310,138.3620
I,USD,STD,BANK,C,6020,2000-03-31,025376,COLB.1,1320.1860,102.3300
I,USD,STD,BANK,C,6020,2000-03-31,025465,COVB,569.3760,46.3080
A,USD,STD,BANK,C,6020,2000-03-31,025481,NKSH,486.3440,54.6510
I,USD,STD,BANK,C,6020,2000-03-31,025719,CASB,645.6450,36.6930
A,USD,STD,BANK,C,6020,2000-03-31,025751,BLX,4722.1730,677.6940
I,USD,STD,BANK,C,6020,2000-03-31,025860,SBIB,1950.9900,138.4210
A,USD,STD,BANK,C,6020,2000-03-31,026071,FCBC,1115.5500,104.5780
I,USD,STD,BANK,C,6020,2000-03-31,026077,TRUE.,400.2930,36.0330
I,USD,STD,BANK,C,6020,2000-03-31,026078,MNBB,143.2520,13.3090
A,USD,STD,BANK,C,6020,2000-03-31,027886,UBCP,300.1580,25.6950
I,USD,STD,BANK,C,6020,2000-03-31,027996,UBSC,376.0580,20.1010
A,USD,STD,BANK,C,6020,2000-03-31,028022,BANF,2378.1840,167.9770
I,USD,STD,BANK,C,6020,2000-03-31,028135,CVBK,192.6200,17.4680
I,USD,STD,BANK,C,6020,2000-03-31,028152,MSL,284.1090,15.1300
A,USD,STD,BANK,C,6020,2000-03-31,028155,TCBK,922.9450,75.3130
I,USD,STD,BANK,C,6020,2000-03-31,028185,PBTC,604.1930,58.1890
I,USD,STD,BANK,C,6020,2000-03-31,028200,UNIZ,1321.0360,79.0860
I,USD,STD,BANK,C,6020,2000-03-31,028215,3MMBI,493.9240,40.6770
A,USD,STD,BANK,C,6020,2000-03-31,028278,GABC,993.2530,87.9940
I,USD,STD,BANK,C,6020,2000-03-31,028315,VBNJ,673.9430,44.1670
I,USD,STD,BANK,C,6020,2000-03-31,028342,SKYF.,8031.2940,571.1270
I,USD,STD,BANK,C,6020,2000-03-31,028409,3BGALF,15418.0000,1292.0000
I,USD,STD,BANK,C,6020,2000-03-31,028437,CBNY.1,1365.6500,84.2820
I,USD,STD,BANK,C,6020,2000-03-31,028573,MVBI,1593.0890,118.1040
I,USD,STD,BANK,C,6020,2000-03-31,028577,SRYP,100.6340,11.3210
I,USD,STD,BANK,C,6020,2000-03-31,028620,PFC,930.7900,91.3100
I,USD,STD,BANK,C,6020,2000-03-31,028696,NSDB,405.7880,30.5970
