costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,dlcq,dlttq
A,USD,STD,BANK,C,6020,2018-12-31,018094,FMBL,609.7910,30.0000
A,USD,STD,BANK,C,6020,2018-12-31,018182,FDBC,93.0700,15.0000
A,USD,STD,BANK,C,6020,2018-12-31,018195,FBAK,809.0200,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,018241,FCF,722.4540,184.4250
A,USD,STD,BANK,C,6020,2018-12-31,018264,FVCB,0.0000,24.4070
A,USD,STD,BANK,C,6020,2018-12-31,018275,CSHX,9.8300,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,018276,THFF,69.6560,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,018301,FKYS,194.4450,25.0000
I,USD,STD,BANK,C,6020,2018-12-31,018307,FLIC,462.4230,288.5270
A,USD,STD,BANK,C,6020,2018-12-31,018329,BUSE,205.7960,199.8410
A,USD,STD,BANK,C,6020,2018-12-31,018358,FUNC,97.7070,80.9290
A,USD,STD,BANK,C,6020,2018-12-31,018385,FRAF,0.0000,0.0000
I,USD,STD,BANK,C,6020,2018-12-31,018392,CARO,405.5000,59.4360
A,USD,STD,BANK,C,6020,2018-12-31,018434,ALRS,93.4600,58.8240
A,USD,STD,BANK,C,6020,2018-12-31,018524,HONT,15.3330,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,018533,HBNC,485.5570,102.6640
A,USD,STD,BANK,C,6020,2018-12-31,018695,CBFV,36.9790,14.0000
A,USD,STD,BANK,C,6020,2018-12-31,018732,LKFN,245.5550,30.9280
I,USD,STD,BANK,C,6020,2018-12-31,018854,IOFB,6.6290,6.6900
A,USD,STD,BANK,C,6020,2018-12-31,018946,MFBP,0.0270,0.6510
A,USD,STD,BANK,C,6020,2018-12-31,018948,MCHB,20.6540,389.7670
A,USD,STD,BANK,C,6020,2018-12-31,019023,NACB,4.6110,20.0000
A,USD,STD,BANK,C,6020,2018-12-31,019067,NEFB,3.2500,5.0000
I,USD,STD,BANK,C,6020,2018-12-31,019092,MYBF,1.0430,0.0300
A,USD,STD,BANK,C,6020,2018-12-31,019094,NBTB,891.6960,154.9200
A,USD,STD,BANK,C,6020,2018-12-31,019137,OVBC,7.3080,40.9050
A,USD,STD,BANK,C,6020,2018-12-31,019150,OSBC,196.1320,117.2230
I,USD,STD,BANK,C,6020,2018-12-31,019159,PWOD,200.1860,106.6210
A,USD,STD,BANK,C,6020,2018-12-31,019262,CTBI,233.9140,59.7550
A,USD,STD,BANK,C,6020,2018-12-31,019318,PRK,321.9660,315.0000
A,USD,STD,BANK,C,6020,2018-12-31,019355,SFNC,1427.9270,367.2650
A,USD,STD,BANK,C,6020,2018-12-31,019366,SOME,18.4000,108.7430
A,USD,STD,BANK,C,6020,2018-12-31,019428,GSBC,297.9780,99.6160
I,USD,STD,BANK,C,6020,2018-12-31,019541,SBHO,15.0000,10.0620
A,USD,STD,BANK,C,6020,2018-12-31,019570,STBA,525.9120,78.4040
I,USD,STD,BANK,C,6020,2018-12-31,019635,EGDW,2.1590,6.8080
I,USD,STD,BANK,C,6020,2018-12-31,019659,TWCF,69.1000,23.6830
A,USD,STD,BANK,C,6020,2018-12-31,019713,AUB,1109.9170,646.3610
I,USD,STD,BANK,C,6020,2018-12-31,019815,FCBP,104.9980,8.4500
A,USD,STD,BANK,C,6020,2018-12-31,019817,UVSP,199.7680,229.9040
A,USD,STD,BANK,C,6020,2018-12-31,019860,WTBFA,259.8570,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,019873,WASH,767.2580,206.1450
A,USD,STD,BANK,C,6020,2018-12-31,020019,CVBF,722.2550,25.7740
A,USD,STD,BANK,C,6020,2018-12-31,020109,CCBG,14.8550,60.1410
A,USD,STD,BANK,C,6020,2018-12-31,020277,OPB,0.0000,133.0100
A,USD,STD,BANK,C,6020,2018-12-31,020299,LOB,1.4450,0.0120
A,USD,STD,BANK,C,6020,2018-12-31,020628,ISTR,150.3990,82.1500
A,USD,STD,BANK,C,6020,2018-12-31,020677,FFWM,703.0000,5.0000
A,USD,STD,BANK,C,6020,2018-12-31,021191,MFGI,74.5920,47.2540
A,USD,STD,BANK,C,6020,2018-12-31,021194,MBKL,0.0000,0.0000
A,USD,STD,BANK,C,6020,2018-12-31,021382,STD1,13904.7950,64098.4290
A,USD,STD,BANK,C,6020,2018-12-31,021423,UNIB,0.0340,1.6020
A,USD,STD,BANK,C,6020,2018-12-31,021521,CZFS,78.5460,12.6480
A,USD,STD,BANK,C,6020,2018-12-31,021525,CMTV,30.5220,14.7040
A,USD,STD,BANK,C,6020,2018-12-31,021593,CIVB,22.1990,223.0270
I,USD,STD,BANK,C,6020,2018-12-31,021616,GWB,371.6490,203.5100
I,USD,STD,BANK,C,6020,2018-12-31,021633,VBTX,25.0000,19.7100
A,USD,STD,BANK,C,6020,2018-12-31,021752,RCBC,237.0000,28.0000
A,USD,STD,BANK,C,6020,2018-12-31,021825,CFG,2809.0000,14433.0000
I,USD,STD,BANK,C,6020,2018-12-31,021990,MELR,9.0000,25.0000
A,USD,STD,BANK,C,6020,2018-12-31,022086,IBOC,487.8270,608.2430
A,USD,STD,BANK,C,6020,2018-12-31,022201,ICBK,45.0000,89.9300
A,USD,STD,BANK,C,6020,2018-12-31,022267,CYFL,0.0000,2.5000
A,USD,STD,BANK,C,6020,2018-12-31,022717,SYBT,76.3410,18.1770
A,USD,STD,BANK,C,6020,2018-12-31,022975,FNWB,76.5520,60.0000
I,USD,STD,BANK,C,6020,2018-12-31,023060,BHWB,36.5000,5.1550
I,USD,STD,BANK,C,6020,2018-12-31,023294,NCOM,20.8510,37.2350
A,USD,STD,BANK,C,6020,2018-12-31,023357,QNBC,50.8720,0.0000
